objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,date_published,publisher,licensing,copies,musical,adaptation,adaptation_of,description,colocated,notes,format
yppc_151,In a Room Somewhere,"Zeder, Suzan L.",10-14,3,2,0,5,FALSE,70,1988,Dramatic Publishing,TRUE,1,TRUE,FALSE,,"Suddenly, five adults find themselves in a room somewhere; a room with no windows, no doors and only the vastness of space where the ceiling ought to be. When they begin to find relics from their own childhoods, they discover that the only way out of the room is to journey through their own pasts. This powerful play of great humor, warmth and emotional intensity is the result of a three-year collaboration between this award-winning playwright and the gifted Metro Theatre Circus ensemble. It breaks new ground in the theatre for young audiences.",,,record
yppc_152,The Incarceration of Annie,"Ranson, Rebecca",16-18,0,1,0,1,FALSE,15,1983,Pocket Theater,TRUE,1,FALSE,FALSE,,"A monologue from Annie, who reflects on how life continues to happen while she is in prison.",,,record
yppc_153,The Indian Captive,"Chorpenning, Charlotte B.",08-14,5,5,0,10,FALSE,28,1954,Dramatic Publishing,TRUE,7,FALSE,FALSE,,"The Indian Captive is a dramatic incident taken from the actual history of the Seneca Indians. A little pioneer girl is captured by Indians and taken to their camp by Chief Cornplanter. At the Indian camp she is regarded with distrust, and there is a gripping and dramatic scene where her courage is tested by fire. When her spirit proves firm, she is adopted with high ceremony into the Seneca tribe. The Senecas teach her their ways and customs and grow to love her—so much, that when Eleanor's mother comes to seek her, they disguise Eleanor and threaten to kill her mother if the child makes any sign of recognition. There is a tense scene where Eleanor keeps faith with the Indians while longing to make some sign of love to her mother. Chief Cornplanter finally realizes that her happiness lies with her own people, and with a heavy heart he lets her go.",,,record
yppc_154,The Inn of Discontent,"Wilde, Percival",10-18,0,2,6,8,FALSE,42,1924,Unknown,FALSE,2,FALSE,FALSE,,Strangers meet and converse at an inn.,,,record
yppc_155,An Inspector Calls,"Priestley, J.B.",12-18,3,2,1,6,FALSE,64,1945,Unknown,TRUE,6,FALSE,FALSE,,A wealthy family are interrupted in their peace and happiness while celebrating their daughter's engagement by the unexpected arrival of a police inspector. His interruption drastically changes the situation in the family and affects the conscience of all those present at the family gathering.,,,record
yppc_156,Into the Woods,"Sondheim, Stephen",08-18,7,11,0,18,FALSE,189,1986,Music Theater International,TRUE,1,TRUE,TRUE,Based on several fairy tales.,"The story follows a Baker and his wife, who wish to have a child; Cinderella, who wishes to attend the King's Festival; and Jack, who wishes his cow would give milk. When the Baker and his wife learn that they cannot have a child because of a Witch's curse, the two set off on a journey to break the curse. Everyone's wish is granted, but the consequences of their actions return to haunt them later with disastrous results.",,,record
yppc_157,Juliet in Mantua,"Nathan, Robert",12-18,6,5,5,16,TRUE,108,1965,Unknown,TRUE,3,FALSE,TRUE,Based on Romeo and Juliet,"What might have happened if ROMEO AND JULIET hadn't met their untimely death but instead continued their infamous love affair? The once passionate lovers have lost their bliss, and their fairy tale romance has taken a back seat to the tedious day-to-day challenges that all relationships must endure. The MONTAGUES and CAPULETS are back, as well as the NURSE and FRIAR LAURENCE. Despite it all, our romantic duo eventually finds the way back to each other's arms.",,,record
yppc_158,Jungalbook,"Mast , Edward",08-14,1,0,12,13,TRUE,59,1991,"Anchorage Press, Inc.",TRUE,2,FALSE,TRUE,Based on Kipling's The Jungle Book.,"Adventure awaits in a jungle where danger lurks in every tree and only the brave dare enter! This energetic and creative version of the classic tale ignites the imagination and propels the audience through a world ruled by the wild. When his parents are killed by Sherakhan, the young boy Mowgli is raised by wolves, under the protection of his friends Bagheera and Baloo. In this tale of loyalty and betrayal, Mowgli must find the courage to face this challenge and choose his fate under consequences of jungle law.",,,record
yppc_159,King of Hearts,"Tesich, Steve",12-18,9,4,0,13,TRUE,85,1978,Watchfire Music,TRUE,7,TRUE,FALSE,,"Set in the fictional French town of DuTemps in September 1918, shortly before the end of World War I, its protagonist is Private Johnny Perkins, whose mission is to defuse a bomb intended to destroy the entire village. All the local residents have fled, leaving behind only the cheerful inmates of the insane asylum, who happily take over the town and proclaim Johnny their King of Hearts. The show raises the question of who is more insane, the asylum's patients or those who wage war.",,,record
yppc_160,King of Kazoo,"Peck, Robert Newton",08-14,1,1,6,8,TRUE,81,1976,"Alfred A. Knopf, Inc.",TRUE,4,TRUE,TRUE,Adapted from the storybook King of Kazoo. The author notes that it can be performed.,"A cowpuncher, a plumber, and a drummer set off the see the King of Kazoo in search of their hearts' desires: a purple cow, a sink to fix, and a drum.",,,record
yppc_161,The King Who Couldn't be Fooled,"Elfenbein, Josef A.",04-10,4,4,1,9,FALSE,16,1985,"Boston Plays, Inc.",FALSE,2,FALSE,FALSE,,A young man fools a king and marries the princess with the help of a magic wishing hat.,,"Found in Children's Plays from Favorite Stories: Royalty-Free Dramatizations of Fables, Fairy Tales, Folk Tales, and Legends, edited by Sylvia E. Kamerman",record
yppc_162,Kiss Me Kate,"Porter, Cole",12-18,7,3,0,10,TRUE,76,1948,Tams-Witmark,TRUE,4,TRUE,TRUE,Adapted from William Shakespeare's The Taming of the Shrew.,The battle of the sexes takes center stage as former spouses feud onstage and off during a musical presentation of The Taming of the Shrew.,,,record
yppc_163,The Knighting of Percival,"Lansing, Marion Florence",08-14,9,3,3,15,FALSE,22,1914,George L. Shuman and Co.,FALSE,29,FALSE,TRUE,Adapted from Arthurian legends.,"A group of Arthur's knights meet Perceval in the woods. Enamored, he follows them to Camelot to ask if he can become a knight. He goes on a quest to show his worthiness.",,From Our Wonder World: A Library of Knowledge in Ten Volumes published in 1914.,record
yppc_164,The Land of the Dragon: A Chinese Fantasy,"Miller, Madge",08-12,3,5,0,8,TRUE,56,1946,"The Anchorage Press, Inc.",TRUE,6,FALSE,FALSE,,"Princess Jade Pure is held practically captive by her jealous scheming step-aunt and her chancellor. Road Wanderer, a minstrel, passing through the country with his pet dragon, learns of her plight and rescues her, but disappears when she seems to him thoughtless and unkind. Making an effort to find him, Jade Pure decrees that the man she marries must have a pet dragon, and in the next scene two false dragons arrive, awkwardly practicing dragon ways, and scrambling for safety when they catch a glimpse of each other. Road Wanderer escapes from captivity just in time to save Jade Pure from a fatal marriage.",,,record
yppc_165,Lady Rosa: A Comedy Drama,"Merritt, Maud",08-14,0,5,0,5,FALSE,15,Unknown,Unknown,TRUE,4,FALSE,FALSE,,"Set in New York, late afternoon, September 1944. Three roommates are getting ready to meet one of their soon-to-be mothers-in-law. They’re running all over the place to ensure that they will present well to this mysterious Lady Rosa. But how will they react when they discover she isn’t who they thought she was?",,This was copied from a book.,record
yppc_166,The Rising of the Moon,"Persse, Lady Gregory, Isabella Augusta",08-14,4,0,0,4,FALSE,5,1907,Unknown,FALSE,1,FALSE,FALSE,,"On a moonlit night, three Irish policemen gather at the quayside in a small, seaport town. Ireland is under British rule and the policemen are in the service of the British government. They put up posters for an escaped prisoner who is fighting for Irish independence. Convinced that the escaped rebel might creep to the water's edge to be rescued by sea, they all hope to capture him for the hundred-pound reward and a potential promotion. Left alone on watch, the Sergeant meets a ragged man who purports to be a ballad singer. They begin to talk and their conversation drifts to the past and moments in the Sergeant’s youth when he could have turned against British rule. The ragged man is revealed to be the convict he has been looking for, but the Sergeant has been moved by their discussion and memories of his own patriotic youth. He decides to let the prisoner escape and forgo the financial reward.",,"Filed in the folder ""Lady Gregory"", as there is a short biographical sketch of her that has been copied on the first couple of pages of the script.",record
yppc_167,Ladies of the Jury,"Ballard, Fred",12-18,12,10,0,22,FALSE,129,1929,Concord Theatricals,TRUE,1,FALSE,FALSE,,"In a small town, a jury is selected and a murder trial is held. The dramatic proceedings are amusingly interrupted from time to time by Mrs. Crane, an eccentric juror. When the jurors retire to deliberate, the first ballot is eleven for ""Guilty"" and one ""Not guilty."" Mrs. Crane has her own theories and she will not give in; she knows that capitulation means sending an innocent woman to her death. Two days (and two acts) pass in the jury room as Mrs. Crane has uses unorthodox means to change minds.",,"This play enters the public domain January 1, 2025.",record
yppc_168,Ladies in Retirement,"Percy, Edward",12-18,1,6,0,7,FALSE,88,1940,"Samuel French, Inc.",TRUE,5,FALSE,FALSE,,"Miss Fiske, ex-actress, lives in a remote house with her companion, Ellen Creed. Ellen, who has devoted her life to her sisters, Louisa and Emily (simple-minded maiden ladies), invites them to visit her. These eccentric persons make themselves at home, but when Miss Fiske reminds Ellen it is time for them to go back, they are unwilling to do so. Miss Fiske and Ellen quarrel, and Ellen prepares to send her sisters to London. She has, however, secretly told them that they shall always remain with her. The sisters go for a drive, though Miss Fiske thinks they are leaving for good; the servants have been sent away (by Ellen), and Ellen and Miss Fiske are left alone together. On the return of the sisters Miss Fiske is gone—on a trip, Ellen says—and all three sisters settle down in what they regard as their own home. Meantime, Albert, nephew of the Creed sisters, who had paid a secret visit and got money from Miss Fiske, turns up again. He has robbed a bank and determines to hide with his aunts. Learning that Miss Fiske is away, and suspecting something, he pieces together the evidence. With the help of the maid Lucy, he lays a trap for Ellen, by reproducing in pantomime, in the moonlit living room, the scene of Ellen's murder of Miss Fiske. Ellen, who faints when she sees what she imagines is the ghost of her victim, plays a courageous but losing game. Knowing that Albert and Lucy realize what she has done, she plans for the security of her sisters and gives up to the police.",,,record
yppc_169,Ladies Alone,"Clements, Colin",12-18,0,3,0,3,FALSE,18,1937,"Samuel French, Inc.",TRUE,2,FALSE,FALSE,,A group of three women get dressed for dates and bed while discussing their love life.,,,record
yppc_170,The Odd Couple - Scene from Act III,"Simon, Neil",12-18,6,2,0,8,FALSE,10,1965,"Samuel French, Inc.",TRUE,2,FALSE,FALSE,,"This classic comedy opens on a friendly card game in the untidy apartment of divorced Oscar Madison. And if the mess is any indication, it’s no wonder that his wife left him. Late to arrive is Felix Ungar, who has just been separated from his wife. Fastidious, depressed, and none too tense, Felix seems suicidal, but as the action unfolds, Oscar becomes the one with murder on his mind when the clean freak and the slob ultimately decide to room together. The action unfolds with hilarious results as The Odd Couple is born.",,Act III Scene 1. This is found in the folder with Ladies Alone and the monologue from Solitaire/Double Solitaire.,record
